date,close,open,high,low,vol,amount,market,change_pct,ma5,ma10,ma20,ma60
1991-08-23,169.81,169.81,169.81,168.16,605.0,502.645,沪市,0.9812083729781262,166.502,162.556,155.03950000000003,139.22016666666664
1991-08-26,171.51,171.51,171.51,169.81,643.0,518.093,沪市,1.0011188975914243,168.162,164.153,156.53900000000002,140.14583333333334
1991-08-27,173.19,173.06,173.19,171.51,796.0,520.954,沪市,0.9795347210075356,169.832,165.765,158.079,141.08033333333333
1991-08-28,174.92,174.82,174.92,173.19,804.0,511.434,沪市,0.9989029389687598,171.51799999999997,167.394,159.63500000000002,142.02616666666665
1991-08-29,176.66,176.53,176.66,174.92,2608.0,1629.096,沪市,0.9947404527784087,173.21800000000002,169.03900000000002,161.206,142.9813333333333
1991-08-30,178.43,178.2,178.43,176.66,6759.0,4219.163,沪市,1.001924600928339,174.94199999999998,170.72199999999998,162.7935,143.94733333333335
1991-09-02,180.22,180.08,180.22,178.43,1408.0,886.865,沪市,1.003194530067808,176.684,172.423,164.397,144.92316666666665
1991-09-03,181.97,181.71,181.97,180.22,1475.0,940.258,沪市,0.9710354011763345,178.44,174.136,166.0145,145.90783333333334
1991-09-04,183.69,183.66,183.69,181.97,650.0,470.005,沪市,0.9452107490245609,180.194,175.856,167.643,146.9008333333333
1991-09-05,185.51,185.48,185.51,183.69,1514.0,1095.242,沪市,0.990799716914359,181.964,177.591,169.288,147.90366666666665
1991-09-06,187.36,187.09,187.36,185.51,2765.0,1761.317,沪市,0.9972508220581267,183.75,179.34599999999998,170.951,148.95083333333335
1991-09-09,189.24,189.1,189.24,187.36,3552.0,2349.562,沪市,1.0034158838599483,185.554,181.11899999999997,172.636,150.00866666666667
1991-09-10,188.33,190.98,190.98,188.19,33434.0,21507.837,沪市,-0.4808708518283633,186.826,182.633,174.199,151.03033333333332
1991-09-11,187.22,187.29,187.29,186.86,21392.0,14677.35,沪市,-0.5893909626719096,187.532,183.863,175.6285,152.0125
1991-09-12,186.22,186.22,187.4,186.07,19699.0,16265.671,沪市,-0.534130968913582,187.67400000000004,184.81900000000002,176.929,152.95666666666665
1991-09-13,187.79,188.0,188.04,185.01,37434.0,24035.038,沪市,0.8430888196756525,187.76000000000002,185.75500000000002,178.2385,153.9055
1991-09-16,189.66,189.55,189.66,187.79,9933.0,6343.151,沪市,0.9957931732254233,187.844,186.699,179.56099999999998,154.86366666666666
1991-09-17,188.65,191.16,191.18,188.28,28829.0,18623.898,沪市,-0.5325318991880157,187.908,187.36700000000002,180.7515,155.78300000000002
1991-09-18,187.63,187.26,188.59,187.18,15822.0,11015.637,沪市,-0.5406838059899388,187.98999999999998,187.761,181.8085,156.663
1991-09-19,186.88,187.65,189.21,186.49,23439.0,14607.546,沪市,-0.39972285881788583,188.122,187.898,182.74450000000002,157.5078333333333
1991-09-20,185.92,185.77,187.21,185.66,12075.0,7417.594,沪市,-0.5136986301369939,187.748,187.754,183.55,158.31383333333332
1991-09-23,185.0,185.0,185.92,184.71,4034.0,2806.673,沪市,-0.49483648881238906,186.81599999999997,187.33,184.22449999999998,159.11633333333333
1991-09-24,184.08,183.96,185.04,183.69,1426.0,1002.714,沪市,-0.49729729729729444,185.902,186.905,184.769,159.91833333333332
1991-09-25,183.19,182.8,184.08,182.8,1389.0,934.108,沪市,-0.4834854411125633,185.014,186.502,185.1825,160.717
1991-09-26,182.33,182.21,183.19,181.93,6541.0,4620.152,沪市,-0.46945793984386475,184.10399999999998,186.113,185.466,161.47866666666667
1991-09-27,181.82,183.12,183.89,181.19,33728.0,20416.48,沪市,-0.27971260900565564,183.284,185.516,185.6355,162.243
1991-09-30,180.92,180.28,181.95,180.27,25594.0,22336.016,沪市,-0.49499505004950706,182.46800000000002,184.642,185.6705,163.00366666666665
1991-10-03,182.48,181.55,182.48,179.8,18741.0,12329.971,沪市,0.862259562237444,182.148,184.025,185.696,163.80100000000002
1991-10-04,184.29,184.29,184.29,183.59,7360.0,5039.959,沪市,0.9918895221394219,182.368,183.691,185.726,164.63933333333335
1991-10-07,186.0,185.95,186.0,185.41,11369.0,7291.196,沪市,0.9278853980140056,183.102,183.603,185.7505,165.51633333333334
1991-10-08,187.49,187.59,187.61,186.0,23745.0,15241.554,沪市,0.8010752688172085,184.236,183.76000000000002,185.757,166.42783333333333
1991-10-09,189.12,188.49,189.12,186.31,20989.0,13440.129,沪市,0.869379700250672,185.876,184.17199999999997,185.751,167.36083333333332
1991-10-10,191.01,190.71,191.01,189.12,6638.0,4333.536,沪市,0.9993654822334941,187.582,184.86499999999998,185.885,168.30316666666667
